adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/o0zPARvs47f0UhAJuUqdQsyQaji.jpg,"[16, 35, 10751, 12]",8355,en,Ice Age: Dawn of the Dinosaurs,"Junte-se a Scrat, Manny e Diego empenhados numa perigosa missão para salvar o maluco do Sid. Para isso, os amigos têm que se aventurar num misterioso mundo subterrâneo, no qual encontram bem de perto dinossauros, enfrentam a flora e fauna, e conhecem Buck, uma inquieta doninha de um olho só metida a caçadora de dinossauros.",75.733,/pW4i32dbjMcMDLIHdzbhN2CgBR4.jpg,2009-06-26,A Era do Gelo 3,False,6.8,8282
False,/59CCw4EtiahW0E5cfTrvdbqPQTo.jpg,"[16, 35, 10751, 10402]",335797,en,Sing,"Um empolgado coala chamado Buster decide criar uma competição de canto para aumentar os rendimentos de seu antigo teatro. A disputa movimenta o mundo animal e promove a revelação de diversos talentos da cidade, todos de olho nos 15 minutos de fama e US$ 100 mil dólares de prêmio.",75.663,/vMWimvNGXKggoeEHtSAQDTkBikd.jpg,2016-11-23,Sing - Quem Canta Seus Males Espanta,False,7.113,7923
False,/1DnN37Vorg52G5TH2Azp9WsG9xe.jpg,"[10751, 16, 35, 12]",82690,en,Wreck-It Ralph,"Ralph está cansado de ser desprezado no seu próprio jogo de fliperama. Para ganhar a atenção do herói Felix e todos os outros personagens, o vilão tem um plano e sai em busca de uma medalha, com a intenção de provar o seu valor.",73.795,/uPAPODCQ1NiEHYiHI8oSSAg6b4o.jpg,2012-11-01,Detona Ralph,False,7.3,12284
False,/fOipappvgVtUbbHOtmCkHzcwJjC.jpg,"[16, 35, 10751]",93456,en,Despicable Me 2,"Gru mudou radicalmente sua vida e se dedica às filhotas Agnes, Edith e Margo, deixando de lado os tempos de vilão. Ele só não contava que seu passado fosse responsável pelo seu recrutamento pela Liga Antivilões para salvar o mundo na companhia da agente Lucy. Juntos, eles precisam localizar o criminoso que roubou a fórmula PX41 e Gru desconfia que seu antigo concorrente El Macho possa ser o responsável.",73.316,/7mYMq6OQyum1wAiUI7i6w78YKEO.jpg,2013-06-26,Meu Malvado Favorito 2,False,6.931,11241
False,/pGa4217asjzjepco86110xLWjE4.jpg,"[16, 10751, 35, 12]",80321,en,Madagascar 3: Europe's Most Wanted,"Nossos amigos animais Alex, Marty, Glória e Melman vão para a Europa e passam a ser perseguidos por uma agente de controle de animais. Para despistá-la, eles se juntam a um grupo circense que sonha em se apresentar em Nova York, o lar dos animais.",72.93,/bPRvFj9MGeLeqidaTniUf8yQ0PW.jpg,2012-06-06,Madagascar 3: Os Procurados,False,6.6,6113
False,/620hnMVLu6RSZW6a5rwO8gqpt0t.jpg,"[16, 35, 14, 12, 10751]",508943,en,Luca,"Ambientado na bela Riviera Italiana, este longa-metragem da Disney e da Pixar acompanha as aventuras do garoto Luca durante um verão inesquecível repleto de macarronadas, gelatos e passeios incríveis de motoneta ao lado de seu novo amigo Alberto. Mas um grande segredo ameaça colocar fim à diversão: abaixo da superfície da água, eles são monstros marinhos!",72.778,/m6Ockf2oYhxXoBIBaRLDwCOE410.jpg,2021-06-17,Luca,False,7.8,8334
False,/sKvQUSyqsFq8e1ts6oo3Xp3dPH2.jpg,"[16, 12, 35, 14]",585511,en,Luck,"A corajosa e azarada Sam Greenfield se aventura na encantada Terra da Sorte, onde terá que se aliar a criaturas mágicas para mudar seu destino. Gregório Duvivier empresta sua voz para o gato Bob na versão dublada.",72.471,/aeJHkkrDvbXPB25NghNbv5kUBVi.jpg,2022-08-05,Luck,False,7.768,1710
False,/liiPM38H376CDqxJ7VeQjan5YUy.jpg,"[16, 35, 12, 10751]",57800,en,Ice Age: Continental Drift,"A louca perseguição de Scrat sempre à caça de sua noz inquieta – perseguição à qual ele tem se dedicado desde os primórdios dos tempos – tem consequências que mudam o mundo e causam um cataclismo continental que leva Manny, Diego e Sid a viverem a maior aventura de todos os tempos. Nessa maré de mudanças, Sid acaba reencontrando sua avó turrona, e o bando ainda tem de lidar com uma horda de piratas decididos a impedi-los de voltar para casa.",71.944,/dWiHLqARtyAAOy0nLvXIxRYkfNA.jpg,2012-06-27,A Era do Gelo 4,False,6.4,7557
False,/7BdxZXbSkUiVeCRXKD3hi9KYeWm.jpg,"[16, 10751, 35]",49444,en,Kung Fu Panda 2,"Po vive o sonho de ser o dragão guerreiro, protegendo o Vale da Paz ao lado dos mestres Shifu, Tigresa, Macaco, Víbora, Louva-deus e Garça. Sua vida pacata chega ao fim quando surge um novo inimigo, o lorde Chen, que possui uma arma secreta capaz de permitir a conquista da China e provocar o fim do kung fu. Para impedi-lo, Po e os Cinco Furiosos precisam cruzar o país e derrotá-lo.",71.195,/dSF0v3XPCzKb30zv3fLeuoJuTRv.jpg,2011-05-25,Kung Fu Panda 2,False,7.035,7172
False,/vO1VJevJIKIXGfveYHsLPn8iHUn.jpg,"[12, 16, 35, 14, 10751]",13394,en,Shrek the Halls,"O Natal está chegando e Fiona (Cameron Diaz) está empolgada para passar seu primeiro Natal com Shrek (Mike Meyers) e seus filhos. O problema é que Shrek não tem ideia de como se comemora essa data. Ele, então, compra um livro para ajudá-lo. Tudo corre bem com os preparativos até que Burro (Eddie Murphy) e os outros personagens aparecem em sua casa para a festa de Natal.",70.905,/bkIEMVAYQHUhkxyLA9dhozDCLAt.jpg,2007-11-28,Shrek Bate o Sino,False,6.348,851
False,/kC2jLldbVA7nqYvlmNTINeMeUar.jpg,"[16, 10751, 35]",13377,en,How the Grinch Stole Christmas!,"Esta obra idealizada pelo famoso Dr.Seuss, apresenta-nos o infame Grinch, um ser amargurado e irritadiço que tem um coração com apenas metade do tamanho normal. A este ser, surge-lhe uma ideia, acabar com o Natal de uma vez por todas. Assim que chega disfarçado a Whoville, uma cidade que fica perto da sua cabana, conhece a pequena Cindy Lou Who, a única dos Who que tem as suas próprias dúvidas sobre o Natal. Juntos vão revolucionar a tranquila cidade de Whoville e o próprio Natal.",70.062,/7ir0iRuPK9OEuH569cp0nF5CJce.jpg,1966-12-18,Como o Grinch Roubou o Natal,False,7.507,1003
False,/b8hPBW0NJmiIVzvQjT3CwIpAdzl.jpg,"[16, 12, 35, 10751, 18, 37, 10749]",9023,en,Spirit: Stallion of the Cimarron,"No final do século XVII em pleno Oeste norte-americano vive Spirit, um cavalo que resiste a ser domado pelo homem. Ele se apaixona por uma égua local, chamada Chuva, e desenvolve uma grande amizade com um jovem índio Lakota chamado Pequeno Rio. Juntos eles acompanham a colonização do local onde vivem, percebendo as mudanças que a chegada da civilização fazem em seu dia-a-dia.",69.338,/qJ8fF5Uoy9WLrUvCXU26VJrfa5r.jpg,2002-05-24,Spirit: O Corcel Indomável,False,7.7,4563
False,/f7UI3dYpr7ZUHGo0iIr1Qvy1VPe.jpg,"[16, 10751, 14, 35]",1040148,en,"Ruby Gillman, Teenage Kraken","Uma adolescente tímida descobre que faz parte de uma lendária linhagem real dos míticos krakens do mar e que seu destino, nas profundezas dos oceanos, é maior do que ela jamais sonhou.",69.062,/nNcxpjCtcawf8wQmTwnA0u1jukC.jpg,2023-06-28,Ruby Marinho - Monstro Adolescente,False,7.3,971
False,/o1jr0UqVjxIZ1JnFzuVLN4ulWey.jpg,"[16, 10751, 35, 12]",950,en,Ice Age: The Meltdown,"A ação esquenta – e a temperatura também – para Manny, Sid, Diego e Scrat. Durante a tentativa de escapar do vale para evitar uma enchente de problemas, o divertido grupo embarca em uma hilária viagem por uma paisagem que está descongelando e acabam conhecendo Ellie, uma peluda fêmea de mamute que derrete o coração de Manny.",67.539,/5BSEXwvi0xDC2CbMkZQ0LngaVOh.jpg,2006-03-29,A Era do Gelo 2,False,6.7,9693
False,/iF2ibHWAkMBCEKEB93B5wY39vCB.jpg,"[16, 10751, 14, 12, 35, 10749]",11970,en,Hercules,"Dono de uma força sobre-humana, o jovem mortal Hércules precisa provar que é um herói para seu pai, o grande deus Zeus. Ele e seus amigos, Pégaso, um cavalo alado e Phil, seu treinador particular, são enganados por Hades, um vilão de cabeça quente que quer conquistar o Monte Olimpo. Hércules precisa decidir entre seus poderes e Meg, seu verdadeiro amor. Só depois de aprender que o importante não é o tamanho de sua força, mas o tamanho de seu coração, ele vai se tornar realmente invencível.",67.408,/gKwBRP5o8t6BpUfSeIy09q9AiH0.jpg,1997-06-13,Hércules,False,7.5,7398
False,/wLttOcR1wJGedXfpe69y215NvjN.jpg,"[16, 12, 10751, 35]",1076364,en,Carl's Date,"Carl Fredricksen relutantemente concorda em ir a um encontro com senhora amiga—mas reconhecidamente não tem ideia de como o namoro funciona hoje em dia. Sempre um amigo prestativo, Dug intervém para calmo o nervosismo pré-encontro de Carl e oferecer algumas dicas testadas e comprovadas para fazer amigos—se você for um cachorro.",67.393,/81Uq4CEUPRpbLrSPOREpQJFdFFr.jpg,2023-06-15,O Encontro de Carl,False,7.5,405
False,/8bMJljyNY4b0Di7csy3ObvJym3a.jpg,"[16, 28, 35, 10751]",10555,en,Shark Tale,"Oscar é um pequeno peixe que tem sonhos grandes, que se torna um herói involuntário após pregar uma grande mentira. Após ser perseguido pelo filho do tubarão-chefe, Oscar presencia sua morte. Querendo bancar o herói, ele assume a autoria do assassinato e, com isso, se torna uma grande celebridade no mundo aquático. Porém a situação se complica quando ele é designado para repetir a façanha, eliminando outros tubarões.",66.738,/1tPhFqGScPYbaLuczBnlFGjNUqj.jpg,2004-09-20,O Espanta Tubarões,False,6.028,6318
False,/df3vBSN3wmfe0QYGPxDdSzVwnYZ.jpg,"[16, 35, 10751]",79443,en,The Smurfs: A Christmas Carol,"É véspera de Natal, e todos os Smurfs decoram os seus cogumelos, exceto o Ranzinza. Os seus amigos tentam fazê-lo perceber a verdadeira magia do Natal, mas pouco ligou ao que lhe disseram. Agora cabe ao Papai Smurf tentar ajudá-lo. Com a ajuda de uma das suas poções, Papai Smurf leva Ranzinza através de uma viagem mágica pelo tempo, à descoberta da verdadeira magia do Natal.",63.994,/eCQLOZB5RoWiC4ofTtUN73VcpOd.jpg,2011-12-02,Os Smurfs: Um Conto de Natal,False,6.7,254
False,/6B2tOYhaIpv3kPKBkvdebX624Gw.jpg,"[16, 35, 10751, 37, 12]",44896,en,Rango,"Rango (Johnny Depp) é um camaleão da cidade grande que vai parar, após um acidente, em pleno velho oeste, na cidade de Poeira no deserto do Mojave, na Califórnia. De uma hora para outra, sua rotina de animal de estimação mudou radicalmente e agora ele precisa deixar a vida ""camuflada"" para enfrentar os perigos existentes no mundo real, fazendo com que ele vivencie a experiência de fazer amigos, conhecer inimigos e até, quem sabe, se tornar um herói.",63.969,/e5kYzP2hljfdooEzl1lskWn7yoj.jpg,2011-03-02,Rango,False,6.9,6453
False,/ae1T4QPY8SoqBqag6s4tHcN1Aca.jpg,"[16, 10751, 35]",11544,en,Lilo & Stitch,"Lilo é uma garotinha de cinco anos que ama cuidar de animais. Um dia ela adota um cachorro e decide chamá-lo de Stitch. O que ela não sabe é que Stitch é um alienígena e um dos criminosos mais perigosos da galáxia. Agora, para escapar de seus captores que ainda o persegue, Stitch decide se passar por um cachorro comum, criando com o tempo um laço de amizade com Lilo.",62.828,/ottRXMCQ9jPB318syTcfIdtJWIE.jpg,2002-06-21,Lilo & Stitch,False,7.5,6211
False,/sd4xN5xi8tKRPrJOWwNiZEile7f.jpg,"[16, 12, 35, 10751]",920,en,Cars,"Ao viajar para a Califórnia, o famoso carro de corridas Relâmpago McQueen se perde e vai parar em Radiator Springs, uma cidadezinha na Rota 66. Ele conhece novos amigos e aprende lições que mudam sua forma de encarar a vida.",62.42,/d3a9nafpB6rUWckVptwpTJ0Sy0l.jpg,2006-06-08,Carros,False,6.983,13948
False,/j7A8wkcW9UYvchFdWu89oHN9b6O.jpg,"[10751, 16, 12, 35]",953,en,Madagascar,"O leão Alex é a grande atração do zoológico do Central Park, em Nova York. Ele e seus melhores amigos, a zebra Marty, a girafa Melman e a hipopótamo Gloria, sempre passaram a vida em cativeiro e desconhecem o que é morar na selva. Curioso em saber o que há por trás dos muros do zoo, Marty decide fugir e explorar o mundo. Ao perceberem, Alex, Gloria e Melman decidem partir à sua procura. O trio encontra Marty na estação Grand Central do metrô, mas antes que consigam voltar para casa são atingidos por dardos tranquilizantes e capturados. Embarcados em um navio rumo à África, eles acabam na ilha de Madagascar, onde precisam encontrar meios de sobrevivência em uma selva verdadeira.",62.341,/A3xzOyFlWxoGFPG4aUGX8zMS4OA.jpg,2005-05-25,Madagascar,False,6.9,10841
False,/8ln5VUVk7gnNGIb2VNgw8nICDVt.jpg,"[16, 35, 10751]",35,en,The Simpsons Movie,"Homer Simpson (Dan Castellaneta) tem um novo bicho de estimação: um porco. Devido a um silo perfurado e cheio de fezes, um desastre de grandes proporções acontece em Springfield. Isto faz com que uma multidão sedenta por vingança se reúna diante da casa dos Simpsons, querendo Homer e sua família de qualquer jeito. Eles conseguem escapar, mas a partir de então os Simpsons passam a discutir e se dividir sobre o ocorrido. Paralelamente o ocorrido chama a atenção do presidente dos Estados Unidos, Arnold Schwazenegger (Harry Shearer), e do chefe da Agência de Proteção Ambiental, Russ Cargill (Albert Brooks), que planeja realizar um plano diabólico para conter o desastre ocorrido.",62.242,/sMcsZ7BlOf2LDhTlfPlWb3w6lJM.jpg,2007-07-25,Os Simpsons: O Filme,False,7.0,7975
False,/rmDKJu0IEETUm3tyRwCQTk48MvE.jpg,"[16, 12, 10751, 14, 35, 28]",49519,en,The Croods,"Um terremoto destrói a caverna de uma família pré-histórica, que vive novas experiências em terras desconhecidas em sua busca por um novo lar.",61.607,/7k9w3RgKYoJ9MCwdBY0ZBxC323L.jpg,2013-03-15,Os Croods,False,6.921,7050
False,/m03jul0YdVEOFXEQVUv6pOVQYGL.jpg,"[16, 35, 10751, 14]",400155,en,Hotel Transylvania 3: Summer Vacation,"Solitário e infeliz, buscando um novo amor na internet, Drácula é surpreendido com um presente da querida filha: férias em um cruzeiro. Inicialmente resistente à ideia, ele acaba engajado no passeio ao se encantar pela comandante, que, no entanto, esconde um segredo nada amigável.",61.529,/yyDm9V7xSyxpgu7MfcMatyZcR03.jpg,2018-06-28,Hotel Transilvânia 3: Férias Monstruosas,False,6.9,4403
False,/9IDJpHROaC0S1ZlIxrvzOcOX5yC.jpg,"[10751, 16, 12, 35, 80]",629542,en,The Bad Guys,"Nunca houve cinco amigos tão infames quanto Os Caras Malvados – o arrojado batedor de carteiras Sr. Wolf, o arrombador de cofres Mr. Snake, o mestre do disfarce do frio Sr. Shark, o “músculo” curto do Sr. Piranha e a especialista em hacker de língua afiada Sra. Tarantula, também conhecido como “Webs”.",61.061,/syKg3OmdtSYmkA7nNdtPUYdSFGL.jpg,2022-03-17,Os Caras Malvados,False,7.552,2059
False,/6eGYsTJvTf2R38YO0NlnqdsaZu0.jpg,"[10751, 12, 35, 14, 16]",228165,en,The SpongeBob Movie: Sponge Out of Water,"O pirata Burger Beard rouba a receita secreta do adorado hambúrguer de siri e Bob Esponja e seus amigos desembarcam em terra firme para resgatar a fórmula perdida. Para conseguirem, eles têm de se associar a seu antigo rival, Plankton.",60.215,/4xpJyqKVz2RDegkXplyRweJM7ZR.jpg,2015-01-28,Bob Esponja: Um Herói Fora D'Água,False,6.1,2346
False,/3eQnD9CIUerbXbgtFE1zJNvEVVo.jpg,"[10751, 16, 35, 28]",11430,en,The Lion King 1½,"Timão e Pumba começam a assistir o primeiro filme do Rei Leão, e Timão fica insistindo para que Pumba avance até a parte em que eles aparecem, porque eles não estão no início do filme. A partir daí, Pumba resolve contar um pouco da história dos dois, que começa antes da jornada de Simba. Contam sobre a mãe de Timão e sobre o Tio Max, descobrem porque Timão deixou a colônia, e onde ele aprendeu o Hakuna Matata. Também relatam como os dois se conheceram, e os perigos que enfrentaram enquanto procuravam pelo lar dos sonhos.",60.028,/vtX3wirmv2VkQi1u4C9cSdHTXQn.jpg,2004-02-06,O Rei Leão 3: Hakuna Matata,False,6.6,2963
False,/ytTQoYkdpsgtfDWrNFCei8Mfbxu.jpg,"[16, 10751, 12, 14, 35]",529203,en,The Croods: A New Age,"A família Crood se muda para um lugar seguro, onde encontram seus novos vizinhos, os Bettermans. À medida que as tensões aumentam, uma nova ameaça impulsiona os dois clãs em uma aventura épica que os força a se unirem e sobreviverem juntos.",59.987,/vRTScutueW9gLF3dSo2Za7o0v7n.jpg,2020-11-25,Os Croods 2: Uma Nova Era,False,7.479,3828
False,/3jHUaK00IidR05L3ZVPSqE7xZ6M.jpg,"[12, 16, 10751, 35, 878]",278154,en,Ice Age: Collision Course,"Scrat continua sua saga épica, atrás da noz que o levará através do universo, quando acidentalmente cria uma série de eventos cósmicos que ameaçam o mundo de ""A Era do Gelo"". Agora todos – incluindo Buck, Manny, Ellie, Sid e Diego devem trabalhar em equipe nesta jornada divertidíssima recheada de ação e novos personagens vívidos, que precisam superar esta Scrat-ástofre.",59.813,/k3lmQw2wePJAoK8C9UxwXLIDoOG.jpg,2016-06-23,A Era do Gelo: O Big Bang,False,6.1,4532
False,/yBov7O4eXDcBLDpZrOHZzFr8rIl.jpg,"[16, 35, 12, 10751]",459151,en,The Boss Baby: Family Business,"Em O Poderoso Chefinho 2 acompanha novamente os irmãos Tim e Ted, agora adultos e vivendo vidas separadas. Enquanto Tim construiu uma vida calma no subúrbio com sua esposa, Carol, e as filhas, Tabitha e Tina, Ted se transformou em um mega empresário que resolve todos os problemas com dinheiro. Mas quando Tim descobre que sua filha caçula também é agente do BabyCorp, ele precisará da ajuda do irmão mais novo para lidar com a situação.",59.657,/2wBy31OCllFS1pSHkTnInxoHXOX.jpg,2021-07-01,O Poderoso Chefinho 2: Negócios da Família,False,7.4,2530
False,/r8Vk1PJ7eDwRKDZJOS4AKC7puK3.jpg,"[16, 35, 10751]",8920,en,Garfield,"O gato mais famoso do mundo, Garfield, passa seu tempo dormindo, comendo lasanha e aprontando travessuras, até que seu dono Jon se apaixona por uma linda veterinária chamada Liz. Ela convence Jon a adotar Odie, um filhote de cachorro adoravelmente tolinho, que imediatamente coloca a confortável vida de Garfield de pernas para o ar. Quando um malígno treinador de cães sequestra Odie, Garfield tem que se levantar do sofá e comandar a heróica operação de resgate.",59.541,/co8AsyQc2KDMUooWMLq7ACw7jnR.jpg,2004-06-10,Garfield - O Filme,False,5.7,3991
False,/qw02SUqrrdTjAOPCFJBPyKaVf4z.jpg,"[16, 35, 12, 10751]",774825,en,The Ice Age Adventures of Buck Wild,"As peripécias hilárias dos mamíferos pré-históricos favoritos de todo mundo continuam, enquanto os gambás caçadores de emoções Crash e Eddie se juntam ao seu amigo caolho, aventureiro e caçador de dinossauros, a doninha Buck Wild, para enfrentar os dinossauros rebeldes do Mundo Perdido.",58.579,/1iVjKCGHPVNj7IQVB1DdpL8U7Y8.jpg,2022-01-28,A Era do Gelo: As Aventuras de Buck,False,6.625,1698
False,/lKkkogTlIQT8o83GFQZZ3CA9MzB.jpg,"[35, 10751, 14, 16]",6477,en,Alvin and the Chipmunks,"Alvin, Simon e Theodore são três esquilos especiais, que decidem morar na casa de Dave Seville, um compositor em busca do sucesso. Logo eles percebem que, para que Dave permita que eles morem em sua casa, o trio precisará demonstrar que tem talento. Assim Alvin, Simon e Theodore mostram que sabem cantar, tornando-se um grande sucesso. Isto faz com que Dave torne-se não apenas seu compositor, mas também um verdadeiro pai. Só que o estrelato sobe à cabeça do trio, gerando problemas no relacionamento deles com Dave.",58.196,/o2WoeYJv9ISS9bw0kKD2cvmg9xN.jpg,2007-12-13,Alvin e os Esquilos,False,5.8,4427
False,/3yXLkSTrVhG66MIAr3X6C4gjccw.jpg,"[10751, 12, 16, 35]",10527,en,Madagascar: Escape 2 Africa,"Alex, Marty, Melman, Gloria, Rei Julien, Maurice, os pinguins e os chimpanzés estão no longínquo litoral de Madagascar. Para deixar o local os pinguins consertam um velho avião de guerra, mas logo em seu 1º voo ele cai. Isto faz com que os animais do zoológico de Nova York tenham que lidar, pela 1ª vez na vida, com espécies semelhantes a eles, só que habituadas à vida selvagem.",58.033,/u6w0HVvpQTsthsi6pqxO5X72E8K.jpg,2008-10-30,Madagascar 2: A Grande Escapada,False,6.513,6867
False,/qDQEQbgP3v7B9IYLAUcYexNrVYP.jpg,"[10751, 16, 35, 12]",404368,en,Ralph Breaks the Internet,"Ralph, o mais famoso vilão dos videogames, e Vanellope, sua companheira atrapalhada, iniciam mais uma arriscada aventura. Após a gloriosa vitória no Fliperama Litwak, a dupla viaja para a world wide web, no universo expansivo e desconhecido da internet. Dessa vez, a missão é achar uma peça reserva para salvar o videogame Corrida Doce, de Vanellope. Para isso, eles contam com a ajuda dos ""cidadãos da Internet"" e de Yess, a alma por trás do ""Buzzztube"", um famoso website que dita tendências.",56.91,/uZCR7Vt3gTpj8hCNybFcNThFYTA.jpg,2018-11-20,WiFi Ralph: Quebrando a Internet,False,7.2,7551
False,/wu1uilmhM4TdluKi2ytfz8gidHf.jpg,"[10751, 16, 14, 12, 35]",400160,en,The SpongeBob Movie: Sponge on the Run,"Onde está Gary? Segundo Bob Esponja, Gary foi ""caracolstrado"" pelo temível Rei Poseidon e levado para a cidade perdida de Atlantic City. Junto a Patrick Estrela, ele sai em uma missão de resgate ao querido amigo, e nesta jornada os dois vão conhecer novos personagens e viver inimagináveis aventuras.",56.424,/d88x4Jnyhr4xErOYeJCspcxI34h.jpg,2020-08-14,Bob Esponja: O Incrível Resgate,False,7.5,2843
False,/2Cpg8hUn60PK9CW9d5SWf605Ah8.jpg,"[16, 35, 28, 878]",614930,en,Teenage Mutant Ninja Turtles: Mutant Mayhem,"Depois de anos sendo protegidos do mundo humano, os irmãos tartarugas saem para ganhar os corações dos nova yorkinos e serem aceitos como adolescentes normais através de seus atos heroicos. Sua nova amiga, April O’Neil, vai ajudá-los a derrotar um misterioso sindicado do crime, mas eles logo se veem em maus lençóis quando um exército de mutantes vai atrás deles.",55.716,/gwrFZLMPox82lsPT8MHpAYmFjw9.jpg,2023-07-31,As Tartarugas Ninja: Caos Mutante,False,7.241,1304
False,/hwwFyowfcbLRVmRBOkvnABBNIOs.jpg,"[10751, 16, 12, 35]",9487,en,A Bug's Life,"Flik é uma formiga cheia de ideias que, em nome dos ""insetos oprimidos de todo o mundo"", precisa contratar guerreiros para defender sua colônia de um faminto bando de gafanhotos liderado por Hopper. Mas quando descobrem que o exército de insetos é na verdade um fracassado grupo de atores de um circo de pulgas, o cenário está armado para divertidas confusões... com estes improváveis heróis.",55.253,/twzLdfNxyAa5xQWLLVQyapSqJJP.jpg,1998-11-25,Vida de Inseto,False,7.0,9121
False,/i2fZIltljrhFPsUK9PN6O6ZE7M4.jpg,"[10751, 16, 35, 14, 12]",11836,en,The SpongeBob SquarePants Movie,"Após a coroa do Rei Netuno ser roubada, Bob Esponja e seu melhor amigo Patrick partem em uma viagem pela Fenda do Bikini para reencontrá-la. No caminho eles precisam enfrentar monstros marinhos, vilões perigosos e vários bandidos.",55.2,/91BYVYkCcl1l7eufPXbv33MqQnJ.jpg,2004-11-19,Bob Esponja: O Filme,False,7.0,2884
False,/22h4lNjlm3XYGJimNaKk61NS3Hj.jpg,"[16, 28, 35, 10751, 878]",38055,en,Megamind,"Tudo o que vilão Megamente mais queria era eliminar seu adversário Metro Man e assim dominar a cidade de Metro City. Só que para isso era necessário um plano ainda mais diabólico do que todos já tentados anteriormente. Um dia, com a ajuda de Criado e após sequestrar a repórter Rosane Rocha, o malvado consegue o inimaginável, para ele e para todos: dar um sumiço no herói. A única coisa que ele não contava era que sua vida se tornaria tão chata a ponto de ele inventar um herói para combater.",54.201,/kbiEPYIfdRENV7t0KvMZJ2HIfcQ.jpg,2010-10-28,Megamente,False,7.0,6849
False,/6Pr9bECfj5k4KIYmT7np0xCXt3U.jpg,"[16, 10751, 14, 12, 35]",417859,en,Puss in Boots,"Muito antes de conhecer o ogro Shrek e sua turma, Gato de Botas vai viver uma grande aventura ao lado de Humpty Dumpty e Kitty Pata Mansa. Dipostos a roubar os feijões mágicos do casal fora da lei Jack e Jill, o trio quer mesmo é botar as mãos na famosa gansa que bota ovos de ouro. Mas algumas coisas não estavam nos planos e Gato vai descobrir, meio atrasado, que tem um grande problema pela frente para conseguir limpar o que ficou para trás: a sua honra.",54.085,/kc7TJHzlLOsN0M6srM67BXdGmhn.jpg,2011-10-27,Gato de Botas,False,6.569,4047
False,/rQaHA74pevnGsxcKGaoZVGWe9TC.jpg,"[16, 10751, 35, 14]",508442,en,Soul,"Joe Gardner é um professor de música de ensino fundamental desanimado por não conseguir alcançar seu sonho de tocar no lendário clube de jazz The Blue Note, em Nova York. Quando um acidente o transporta para fora do seu corpo, fazendo com que ele exista em outra realidade na forma de sua alma, ele se vê forçado a embarcar em uma aventura ao lado da alma de uma criança que ainda está aprendendo sobre si, para aprender o que é necessário para retomar sua vida.",53.661,/bzDAfXoqNAvWUe7uss2NE3BmRqy.jpg,2020-12-25,Soul,False,8.122,10456
False,/uHTjgDGom9iOoUZke86gqMjBUgy.jpg,"[12, 16, 35, 14]",223702,en,Sausage Party,"Dentro de um supermercado, os alimentos sonham em serem escolhidos pelas pessoas e se mudarem para as casas dos compradores. Mas eles nem suspeitam que serão cortados, ralados, cozidos e devorados! Quando uma salsicha descobre a terrível verdade, ela reúne outros alimentos com a tarefa de voltarem ao mercado e avisarem todos os colegas do risco que correm.",53.068,/ocZj2eTuSyylC5I9Rnm5Jk9yJNn.jpg,2016-07-11,Festa da Salsicha,False,5.8,7262
False,/kFPWoBFBkVi3YDG8MyOOTrwGxPF.jpg,"[16, 35, 10751, 14]",159824,en,Hotel Transylvania 2,"Drácula percebe que seu neto, que é metade humano, não está mostrando seu lado vampiro. O avô preocupado, ao lado de seus amigos, decide colocar o menino em um treinamento especial enquanto Mavis e Johnny estão fora. Para piorar, o pai de Drácula aparece para uma visita.",52.739,/prBkRebn3rgLVboyxmEpjKaDJ1x.jpg,2015-09-21,Hotel Transilvânia 2,False,6.774,5746
False,/mwdt9HsCddye6xzNvccPenaenjW.jpg,"[16, 18, 35, 878]",838240,es,Robot Dreams,"Dog mora em Nova York e, cansado de ficar sozinho, um dia ele decide comprar um robô para ser seu amigo. Eles se tornam amigos inseparáveis, até que Dog é obrigado a tomar uma dificil decisão.",51.814,/30TUJgAUBbHdq9Rm44Xm6Tlwzwg.jpg,2023-12-06,Meu Amigo Robô,False,8.0,566
False,/ftRkFtAGuHngHnLiOxktq0aCVMF.jpg,"[28, 16, 35, 10751, 12]",324852,en,Despicable Me 3,"O ex-ator mirim e astro de TV, Balthazar Bratt, foi um típico malvado bem-sucedido nos anos 80 e agora está de volta à ativa. Ele vai aterrorizar a vida de Gru, Agnes, Margo, Edith, Dr. Nefario e os atrapalhados Minions. Em meio a tudo isso, Gru também vai encontrar o seu irmão gêmeo, Drew.",51.264,/Ag4yzurAIjk8KWHwtoF5RMxJQSI.jpg,2017-06-15,Meu Malvado Favorito 3,False,6.469,7147
False,/9531Jp42H0ppRXjkxxgCulnQNZp.jpg,"[16, 10751, 12, 35, 14]",137106,en,The Lego Movie,"Emmet é um Lego comum, até o dia em que é confundido com o Master Builder, o grande criador deste mundo de brinquedo, por ter encontrado a famosa peça de resistência. Este peça, procurada por todos há séculos, seria capaz de desarmar uma poderosa máquina criada pelo presidente do país, o perverso Sr. Negócios, que pretende colar todas as peças e impedir as mudanças no sistema. Mesmo sem ter grandes habilidades como criador, Emmet gosta de ser considerado um Lego especial, e faz de tudo para merecer a confiança de seus amigos, que incluem a rebelde Mega Estilo, o sábio Vitrúvius, e o gato-unicórnio UniKitty.",51.084,/yFAP5ePJuKaiFNm0h3hi3P3p19E.jpg,2014-02-06,Uma Aventura Lego,False,7.4,7830
